word_count,sentence_count,spelling_errors,long_word,exc_count,que_count,stopwords_count,unigrams_count,bigrams_count,trigrams_count,noun_count,adj_count,adv_count,verb_count,syllable_count,smog_index,coleman_liau_index,dale_chall_readability_score,difficult_words,linsear_write_formula,neg_sentiment,neu_sentiment,pos_sentiment,score1,score2,score
363,12,33,34,0,0,179,168,339,360,55,18,26,85,422,9.9,6.51,6.25,26,8.6,0.356,10.532,1.112,4,3,7
330,14,23,58,0,0,145,147,263,301,83,18,9,72,420,11.6,9.4,6.69,38,6.166666667,1.221,11.248,1.533,4,4,8
319,23,20,77,0,1,115,146,271,297,79,17,14,53,429,10.8,10.25,6.94,48,4.388888889,0.354,18.819,3.826,4,4,8
230,13,9,42,1,0,87,120,200,216,59,17,15,34,278,11,10.38,6.79,29,5.571428571,0,10.612,2.388,3,3,6
256,12,8,33,0,0,122,122,216,238,53,19,12,49,307,10.5,7.43,6.72,31,7.416666667,0.539,9.891,1.57,4,4,8
459,17,18,80,0,4,190,194,392,438,105,24,25,82,559,12.2,9.23,6.85,52,8.9,0.185,14.687,2.128,5,4,9
296,12,11,51,0,1,137,143,257,283,62,15,8,58,372,11.2,9.23,7.58,47,10.1,0.97,9.699,1.331,4,4,8
619,31,40,127,0,5,237,293,553,596,156,41,32,109,802,11,10.55,7.64,106,10.3,0.645,27.1,3.255,6,5,11
606,33,29,117,2,3,157,268,523,584,200,45,18,93,745,11.1,12.93,8.27,118,5.642857143,0.8,28.718,3.481,6,6,12
359,25,19,56,0,0,137,172,321,349,88,18,22,55,435,9.7,9.27,6.87,51,6,0.207,21.148,3.645,4,4,8
370,20,20,39,0,1,151,175,321,358,74,26,27,67,409,9.1,6.61,5.96,31,7.333333333,1.727,14.625,3.647,4,4,8
622,34,20,65,0,2,248,215,490,577,144,35,36,115,694,9.5,7.42,5.74,45,6.75,0.714,28.634,4.653,4,5,9
270,13,19,54,0,0,102,150,254,267,59,25,10,53,344,10.9,10.44,7.75,48,7.416666667,1.531,9.603,1.864,4,3,7
430,28,23,72,0,1,169,194,371,411,101,45,18,79,537,9.5,9.79,6.44,51,5.0625,0.522,24.05,3.429,5,5,10
318,15,9,45,0,0,140,137,259,294,71,9,18,60,374,10.7,7.2,6.41,33,4.9375,2.065,12.28,0.654,3,4,7
407,22,28,50,0,0,160,155,307,363,114,28,21,60,485,7.5,8.18,6.53,47,5.1875,1.494,19.248,1.258,4,4,8
265,13,15,36,1,0,102,130,239,257,64,24,17,42,326,11.1,7.89,6.55,30,7.166666667,0.131,9.477,3.392,3,3,6
221,11,10,17,0,0,105,87,168,198,44,11,8,38,250,8.8,5.75,5.57,13,12.25,0.201,8.625,2.173,3,3,6
516,32,35,64,3,2,236,200,433,486,98,27,32,104,602,8.4,7.07,5.88,44,6.285714286,1.958,27.499,1.543,5,4,9
317,11,9,27,0,1,114,123,236,275,105,22,9,50,370,9.6,8.19,6.43,27,12.875,0,8.76,2.24,3,3,6
443,30,43,75,0,0,138,215,375,424,112,35,21,83,540,9.6,9.85,7.49,76,4.222222222,1.742,25.248,3.01,4,5,9
562,20,35,47,1,2,221,201,443,521,153,49,15,83,615,10.6,7.38,6.48,46,6,1.253,16.292,2.455,4,4,8
657,39,27,152,0,0,252,249,543,625,160,59,25,111,914,11.4,10.14,7.32,109,7.166666667,1.066,32.974,4.96,5,5,10
157,9,5,31,0,0,50,103,152,155,46,9,4,33,216,12.1,11.01,7.39,26,7.083333333,0.209,7.503,1.288,3,3,6
356,21,12,57,2,1,123,165,299,331,101,33,10,66,421,9.5,9.62,7.14,53,5.714285714,0.223,16.875,3.903,5,5,10
296,17,16,49,1,2,123,151,266,286,56,16,16,61,374,11.1,9.63,6.69,38,6.642857143,0.481,14.201,2.318,4,4,8
574,29,29,82,2,9,228,216,472,540,119,30,57,99,691,11,9.34,6.3,56,7.5,1.104,24.347,3.549,4,5,9
416,26,36,58,1,0,167,177,356,398,101,24,23,73,453,8.2,6.43,6.14,41,8.9,1.69,19.8,4.512,4,4,8
583,21,25,106,5,0,212,244,496,557,164,49,23,92,721,12.2,10.86,7.45,83,7.083333333,0.933,18.229,1.837,5,5,10
289,17,20,53,0,0,124,141,263,283,66,20,15,58,354,9.2,8.23,6.62,37,4.277777778,0.583,14.067,2.349,4,4,8
445,25,45,56,5,1,179,203,398,431,102,34,22,82,501,9.2,7.42,6.16,43,5.0625,0,20.092,4.908,4,4,8
410,21,10,69,0,1,165,181,360,395,90,40,24,82,558,11.8,10.5,7.47,68,6.642857143,1.145,17.656,2.2,4,4,8
343,17,23,52,0,0,126,161,298,328,75,21,22,53,397,10.2,9.34,7.08,47,8.8,0.797,14.095,2.108,4,4,8
317,11,18,30,0,0,149,149,282,307,59,25,12,57,365,9.3,6.62,6.41,29,6.75,0.381,9.386,1.233,4,4,8
520,23,8,68,0,0,227,161,362,431,116,32,35,103,640,11.4,8.59,5.95,40,5.714285714,0.538,19.603,2.859,5,5,10
361,24,15,66,0,0,134,179,317,348,82,31,24,59,482,10.3,9.45,6.95,55,6.214285714,0.185,19.058,4.756,4,4,8
462,23,23,97,0,0,175,232,418,447,117,36,21,76,629,12.1,10.73,7.58,80,10.7,0.516,18.739,3.747,5,5,10
573,33,40,100,2,2,249,211,451,526,119,31,37,105,738,10.9,8.52,6.27,61,6.071428571,1.662,26.551,4.786,5,4,9
423,39,15,61,0,1,189,185,363,413,61,29,31,92,491,7.9,5.31,6,45,3.65,4.498,30.542,3.96,4,4,8
723,36,24,153,0,0,274,294,623,700,166,60,36,124,952,11.7,10.55,7.3,114,6.833333333,0.653,31.559,3.788,5,6,11
262,12,11,30,0,1,113,132,228,247,53,19,13,53,324,10.5,7.89,6.53,29,6.142857143,0.141,10.89,0.969,3,3,6
541,34,25,94,0,1,200,255,499,534,141,38,42,91,675,10.5,10.32,7.41,91,5.625,1.999,27.869,4.132,5,5,10
576,43,36,95,1,5,216,244,490,551,117,38,37,120,712,10.2,8.05,6.55,73,4.055555556,5.008,33.512,4.482,6,4,10
498,32,32,64,0,3,181,224,454,491,117,26,31,86,551,8.7,7.99,6.65,62,4.388888889,3.297,25.132,3.571,4,4,8
178,1,4,26,0,0,90,87,159,172,32,12,10,48,239,0,7.51,14.3,22,50.5,0.048,0.823,0.129,3,2,5
509,31,24,72,0,5,190,237,451,483,117,28,23,92,618,9.5,7.13,6.37,58,5.857142857,0,27.823,3.177,5,5,10
436,5,44,25,0,0,191,159,365,414,133,26,12,73,492,12,6.52,8.68,27,16,0.116,4.152,0.731,4,4,8
308,23,8,45,1,0,89,129,248,283,90,15,11,56,376,9.1,10.3,7.42,51,5.0625,0.142,19.621,3.237,4,5,9
323,31,11,36,1,1,129,144,273,306,63,14,21,64,373,7.9,5.77,5.69,29,3.75,1.404,25.747,3.849,4,4,8
386,18,25,84,0,0,150,186,331,372,110,23,21,57,518,12.1,12.01,7.8,68,7.583333333,1.255,16.038,0.707,4,4,8
434,24,37,70,1,0,180,150,300,353,104,29,14,71,529,10.9,8.64,6.1,40,6.214285714,0,22.863,1.137,5,5,10
393,20,33,48,0,0,169,167,330,369,97,21,18,78,465,9.8,6.84,6.24,39,6.75,0.744,17.142,2.114,4,4,8
459,29,19,76,0,0,183,199,387,430,99,28,23,89,596,10.9,8.34,6.65,60,5.0625,0.531,25.849,2.62,5,5,10
473,33,18,65,1,3,182,184,356,390,93,35,21,88,582,9.9,8.11,5.98,45,5.625,1.031,25.815,6.154,4,5,9
134,2,15,14,0,0,74,66,112,123,24,3,8,33,152,0,6.29,7.91,9,24,0.041,1.824,0.135,3,3,6
596,37,41,57,0,6,224,270,534,579,115,36,27,114,623,8.4,6.89,6.5,68,5.857142857,1.463,31.393,4.144,5,5,10
551,35,33,83,5,1,225,253,495,532,106,32,32,98,677,10.5,8.63,6.89,76,7.416666667,1.811,30.877,2.312,5,5,10
526,37,25,106,5,6,161,260,481,517,152,40,30,84,662,10.8,12.16,7.47,88,4.388888889,2.448,30.374,4.177,5,5,10
260,16,18,36,1,0,102,137,239,256,74,20,11,39,328,10.6,9.5,6.82,35,5.25,0.587,13.414,1.999,4,4,8
514,27,28,89,1,1,194,248,462,494,113,25,31,86,608,9.3,8.99,6.96,72,5.25,0.822,23.539,2.639,5,5,10
343,11,11,57,0,0,169,145,280,312,73,14,16,63,444,13.9,8.54,6.46,28,8.8,0.104,9.414,1.481,4,4,8
366,10,21,18,0,0,165,110,239,290,99,19,32,60,396,7.2,6.4,6.5,26,9,0.625,8.923,0.453,4,4,8
491,25,15,93,3,1,205,211,438,479,124,23,31,74,622,11.3,9.97,7.18,73,10.2,1.071,22.174,1.755,4,5,9
94,4,5,19,0,0,42,55,83,87,28,6,2,16,122,11.7,9.34,6.54,10,8.625,0,3.013,0.987,2,2,4
216,11,6,41,1,0,97,115,181,196,48,15,13,38,277,11.4,9.28,7.09,32,8.3,0.066,9.427,1.507,4,4,8
648,36,38,112,0,4,237,296,582,638,149,48,41,105,760,10,10.26,7.53,107,6.357142857,1.166,30.866,3.968,6,6,12
420,27,30,64,1,2,148,198,374,403,92,26,19,71,474,9.3,10.19,6.67,52,6.071428571,0.914,21.773,4.313,4,4,8
389,20,23,39,1,1,169,175,344,373,81,25,23,59,426,9.3,7.14,6.31,37,10.4,1.108,16.947,1.941,4,4,8
360,29,26,39,2,3,111,148,290,330,76,17,30,70,387,8.3,8.16,5.88,32,4.9375,0.693,22.854,5.453,4,3,7
273,15,13,36,1,2,125,139,256,268,61,13,16,49,322,9.7,6.43,6.45,32,6.142857143,0.459,13.613,0.928,4,4,8
303,16,18,40,0,0,142,139,263,289,66,14,16,56,377,9.8,7.36,6.37,33,7.75,0.664,13.905,1.431,4,3,7
484,32,19,66,0,1,176,214,421,463,118,33,28,80,596,9.4,7.7,6.59,62,4.388888889,0.089,28.05,3.861,4,5,9
436,21,20,63,0,2,195,173,343,399,85,27,19,85,517,10.4,7.78,6.23,41,6.916666667,0.993,16.343,3.665,4,4,8
597,32,29,132,10,3,200,295,547,583,153,45,41,101,789,11.4,12.06,8.02,116,5.428571429,3.923,25.67,2.404,5,5,10
309,15,14,55,1,0,107,150,280,304,99,28,8,52,405,11.2,11.08,8.04,59,8.9,0.6,12.776,1.623,4,5,9
364,22,17,47,0,1,130,168,313,346,91,27,17,62,431,9.9,9.39,6.76,47,8.3,2.725,18.106,1.168,4,4,8
471,35,24,73,3,3,154,222,417,458,103,35,34,81,560,9.6,9.32,6.85,65,3.65,1.186,28.478,5.337,4,4,8
287,18,9,43,1,3,98,148,254,274,67,16,22,48,335,9.6,9.73,7.23,44,3.65,0.413,16.485,1.102,4,4,8
350,14,31,65,0,1,128,188,313,329,111,19,14,54,446,12.5,10.79,7.67,57,10.4,0.672,12.263,1.066,4,4,8
468,25,11,59,0,2,184,200,402,453,71,34,36,104,540,9.4,6.49,6.49,53,7.083333333,1.011,20.728,3.259,4,4,8
419,15,24,65,0,0,194,162,333,388,78,18,25,90,515,11.7,6.85,6.02,27,12,0.962,13.061,0.977,4,4,8
604,37,32,118,9,2,229,260,507,571,127,41,48,108,754,10.9,10.08,7.29,95,5.375,2.436,32.704,1.86,6,5,11
322,17,14,41,0,0,137,128,256,296,74,21,9,69,398,10.5,7.83,5.63,22,6.666666667,0.424,14.646,1.93,4,4,8
190,10,15,23,1,0,76,117,172,181,41,10,12,32,218,9.6,6.15,6.44,21,6.75,0.093,8.504,1.403,3,3,6
267,29,18,44,0,0,101,101,167,208,62,9,7,48,306,8.4,6.22,5.6,23,2.384615385,0.498,24.346,4.156,3,3,6
192,11,1,33,0,0,73,78,125,145,52,21,4,35,255,10,11.37,6.43,22,8.4,0.172,8.419,2.409,3,3,6
383,26,18,42,0,2,139,193,353,376,97,24,19,55,432,8,6.42,5.96,36,5.25,0.931,21.502,3.567,4,4,8
502,24,20,79,0,1,180,228,442,484,139,37,28,87,594,10.6,10.09,7.14,70,7,1.299,19.687,3.013,5,5,10
310,17,12,45,1,0,144,130,250,285,57,22,14,64,372,9.6,7.13,5.85,25,8.7,1.288,13.694,2.018,4,3,7
637,28,25,136,0,1,213,271,536,603,213,58,31,100,888,13.6,12.36,7.57,102,10.2,1.045,22.971,3.984,5,5,10
610,39,31,76,0,2,222,248,522,585,128,39,30,110,726,9.3,7.36,6.42,71,5.25,0.667,32.832,5.502,4,4,8
441,27,22,68,0,1,182,194,371,419,91,18,21,87,539,9.8,8.81,6.95,65,4.388888889,0.695,23.355,2.95,5,5,10
123,4,8,18,0,0,54,77,111,120,36,3,12,21,153,11.2,9.18,6.98,14,12.125,0.091,3.732,0.177,3,2,5
325,11,28,53,0,0,144,112,222,259,66,20,7,74,413,11.7,8.94,6.78,34,17.66666667,0,8.631,2.369,4,4,8
301,15,15,61,3,0,122,156,271,294,77,22,14,56,415,11.3,10.21,7.32,49,8.2,0.916,13.244,0.84,4,4,8
295,18,18,54,0,0,125,147,269,286,57,23,21,54,372,10.7,8.75,7.06,45,7.166666667,2.387,14.777,0.836,4,4,8
414,27,25,79,2,1,153,185,349,392,107,28,20,88,507,9.5,8.86,6.97,61,6.416666667,2.304,22.028,2.669,5,4,9
532,35,28,76,3,3,228,220,477,520,111,24,19,104,637,9.4,7.82,6.34,61,6.285714286,0.077,31.437,3.486,5,4,9
386,21,12,63,1,0,164,171,331,364,94,25,30,67,481,10.6,9.86,7.05,56,6.583333333,1.675,17.527,1.799,4,5,9
579,26,20,104,0,0,244,236,468,523,120,31,33,103,755,11.7,8.94,6.96,77,8,0.399,21.941,3.66,5,5,10
302,19,16,50,0,0,104,161,278,294,92,11,11,49,367,10.2,8.8,6.44,35,5.125,0.108,16.661,2.231,4,4,8
631,37,15,73,8,1,210,217,450,547,162,42,27,123,708,9.1,8.58,6.44,68,5,0.469,28.964,7.567,5,5,10
242,13,10,26,0,0,119,101,183,213,45,12,15,43,276,10.2,5.28,5.63,16,6.666666667,0.448,11.656,0.896,3,3,6
234,6,14,32,0,0,102,102,191,213,55,9,13,43,270,12.2,7.32,6.31,12,16.16666667,0,5.309,0.691,4,3,7
334,14,20,63,0,1,135,172,305,326,79,14,15,59,414,12.2,9.4,7.57,53,11.375,0.405,12.134,1.461,4,5,9
495,16,13,47,0,0,232,166,358,408,120,32,20,95,555,10.7,7.32,6.33,37,8.4,0.418,14.267,1.315,4,5,9
367,23,18,48,0,0,159,148,304,347,66,16,32,68,423,9,7.42,5.81,30,6.285714286,0.483,19.436,3.081,4,4,8
606,29,26,111,2,1,240,267,534,590,151,35,30,104,759,11.1,10.15,7.51,99,6.25,0.167,24.912,3.92,6,4,10
486,20,22,72,0,0,223,210,428,471,105,43,30,80,587,11.1,7.78,6.63,53,6.916666667,0.511,16.616,2.874,5,4,9
491,25,22,102,3,4,186,205,399,454,120,33,25,76,599,12.1,11.6,7.37,74,6.666666667,0.492,21.646,2.862,6,5,11
444,25,27,59,0,0,188,181,370,413,96,29,19,86,502,9.5,7.42,6.42,49,6.833333333,1.166,19.99,3.845,4,5,9
256,8,13,35,0,0,124,109,207,238,52,18,19,52,343,12.4,8.95,7.09,30,12.125,0.046,6.37,1.585,4,4,8
560,34,38,61,7,3,237,207,468,535,107,21,47,108,638,9.3,7.36,5.99,50,6,0.965,29.094,3.941,5,5,10
538,39,21,102,2,5,207,208,412,476,110,49,24,92,665,9.8,9.38,6.41,62,5,1.094,32.849,5.056,5,4,9
394,25,26,58,0,0,140,175,339,380,107,22,15,64,448,9.2,8.63,6.91,55,4.875,0.257,21.682,3.061,4,4,8
601,37,28,93,0,0,234,210,452,525,154,42,21,128,753,10.2,8.58,5.96,54,4.625,0.325,30.943,5.732,4,4,8
376,25,14,48,0,3,140,154,300,330,77,12,10,67,437,9.8,6.89,5.56,27,3.6,0.189,20.192,4.618,4,4,8
157,8,6,34,0,0,54,83,130,142,40,22,6,28,241,13,12.7,7.93,31,7.75,0,6.265,1.735,3,3,6
682,41,33,100,1,1,296,246,563,645,133,42,54,131,837,10.3,9.1,6.55,82,6.071428571,3.922,33.724,3.355,6,5,11
446,21,25,80,0,3,192,164,343,396,93,24,25,98,570,10.8,9.52,6.32,44,7.166666667,0.827,16.866,3.307,5,5,10
787,36,36,126,0,0,365,298,636,739,154,64,43,150,1008,11.5,8.12,6.38,81,8.5,0.719,31.229,4.052,5,5,10
296,16,26,51,0,1,122,145,262,281,62,17,27,59,372,10.7,9.22,6.49,34,7.25,1.042,12.808,2.15,4,4,8
394,26,32,33,1,2,196,173,354,384,59,19,23,77,428,8.1,4.23,5.38,24,3.95,2.034,20.937,3.029,4,4,8
553,25,36,83,0,1,226,260,486,538,119,26,43,103,650,10.8,9.17,6.97,72,8.3,1.862,20.627,2.512,4,5,9
394,21,23,58,2,1,151,180,350,382,75,28,26,68,457,10.6,10.09,6.82,50,4.625,0,17.276,3.724,5,4,9
433,21,34,73,0,0,163,213,387,425,117,50,19,52,546,11.3,9.97,7.48,72,7.583333333,0.411,16.204,4.383,5,5,10
276,10,10,46,0,2,100,140,241,261,67,19,11,42,342,12,9.75,7.17,39,6.916666667,0.162,7.849,1.989,3,3,6
502,27,22,81,1,1,200,234,436,485,100,30,29,96,615,11.4,8.81,7.03,71,5.571428571,1.133,22.848,3.019,4,5,9
263,18,10,40,0,0,115,118,206,239,64,9,13,45,321,9.3,7.93,6.22,29,5,1.871,14.813,1.317,4,3,7
496,21,25,86,2,2,177,227,443,481,141,30,22,92,593,11,9.52,6.82,60,5.571428571,0.352,18.847,1.8,4,5,9
556,33,23,134,3,3,154,234,459,531,176,39,31,89,733,12.3,14.72,8.38,109,4.5,1.072,28.954,2.974,6,6,12
368,11,45,47,0,0,181,177,316,349,87,22,23,63,449,10.1,6.98,7.15,46,9,0.379,9.094,1.527,4,4,8
626,33,27,64,0,5,286,237,496,570,128,35,45,99,696,9.3,7.02,5.96,52,6.142857143,0.82,29.283,2.896,6,5,11
487,28,9,75,0,0,185,151,351,427,130,36,15,89,635,10.8,8.64,6.08,46,7,0.293,22.253,5.453,4,4,8
258,7,15,31,0,0,126,136,234,250,54,10,13,53,309,11.5,7.5,6.85,23,16.16666667,0.201,5.942,0.857,4,4,8
473,20,21,82,5,3,194,251,450,469,100,37,20,85,591,10.7,10.27,7.47,75,7.666666667,1.477,16.064,2.458,5,5,10
336,13,18,42,0,0,167,128,265,300,63,12,20,66,385,10.4,8.13,6.48,32,12,0.122,12.254,0.624,3,4,7
507,33,21,96,1,0,167,213,431,486,118,31,33,75,618,10.9,9.5,6.92,71,4.625,1.09,27.073,4.837,6,6,12
415,30,18,55,1,7,154,192,370,403,105,24,20,74,478,8.8,7.24,6.74,55,3.6,0.101,27.198,2.701,5,6,11
550,34,24,81,4,3,211,233,474,534,151,27,25,87,669,10.6,8.92,6.84,74,5.928571429,0.672,29.298,4.03,4,4,8
614,30,17,134,2,0,255,261,532,591,166,29,27,91,818,12.1,10.04,7.33,96,6.916666667,1.417,23.636,4.946,5,5,10
714,44,27,146,14,2,286,296,623,691,162,50,45,144,932,11.1,10.2,7.1,108,4.166666667,2.214,37.67,4.116,5,6,11
474,29,19,97,5,0,160,219,423,460,111,28,47,82,611,11.2,10.37,7.63,84,4.8125,2.918,24.282,1.8,5,5,10
277,17,10,51,0,0,98,127,227,257,60,19,13,50,330,10.6,9.5,7.16,42,6.5,0.831,15.322,0.846,4,4,8
387,20,12,59,3,1,166,166,336,371,86,25,27,80,486,10.9,8.93,6.84,51,5.714285714,0.699,16.98,2.321,4,4,8
405,30,23,75,0,0,143,183,330,367,85,33,20,80,521,9.6,8.92,6.69,56,4.111111111,1.308,25.403,3.289,4,5,9
222,13,13,35,0,0,85,129,207,217,60,10,14,35,270,10.2,9.04,6.54,27,6.583333333,0.445,10.959,1.596,3,3,6
376,20,15,57,0,1,157,165,316,359,87,25,22,72,448,9.6,7.94,6.52,43,6.75,0.388,16.215,3.397,4,4,8
477,26,27,72,5,2,217,204,410,459,95,32,30,82,573,9.8,7.83,6.4,52,8.6,0.346,22.826,2.828,5,5,10
317,18,30,40,2,0,111,192,300,313,91,23,18,39,398,9.2,8.93,7.1,48,6.285714286,0.526,13.53,2.944,5,5,10
381,22,28,74,0,1,158,179,345,374,82,26,22,78,481,10.6,9.62,7.12,58,6.75,0.545,18.341,3.114,4,4,8
492,34,29,100,1,3,186,213,418,466,127,30,16,81,650,10.6,9.79,6.63,65,4.2,0.145,28.685,5.17,5,5,10
220,14,19,34,0,0,66,123,204,213,58,21,4,36,273,10.8,9.67,7.31,35,5.857142857,0,10.955,3.045,3,4,7
481,16,18,63,0,3,239,203,432,471,81,23,30,93,594,11.5,7.43,6.79,50,13.375,0,14.678,1.322,4,4,8
389,13,32,50,0,0,170,150,311,353,97,23,28,57,472,12,8.07,6.37,31,8.4,0.525,11.008,1.468,4,3,7
446,24,30,79,0,0,177,180,374,424,94,32,23,84,578,11,8.7,6.4,49,3.95,0.464,20.019,3.517,5,5,10
307,26,12,56,0,0,116,166,287,301,80,11,16,56,384,9,8.44,6.58,42,4.277777778,1.516,19.363,5.12,4,4,8
504,24,21,64,0,0,194,232,447,489,124,31,24,94,599,9.9,9.45,7.2,72,6.571428571,1.318,20.659,2.022,5,4,9
137,10,5,17,0,0,61,61,113,130,33,5,5,27,177,9.8,5.32,5.45,10,5.75,0,9.235,0.765,3,2,5
344,19,13,44,0,0,143,152,270,302,81,17,22,60,409,8.7,7.54,6.21,35,5.785714286,0,17.252,1.748,4,4,8
571,26,25,104,0,2,235,240,504,554,145,26,25,93,722,11.6,9.23,6.9,75,8.7,1.907,21.135,2.958,5,5,10
72,7,24,11,0,0,21,54,68,70,22,7,1,15,86,8,7.04,6.97,12,3.357142857,0,6.805,0.195,2,2,4
557,38,23,109,0,0,219,227,484,539,127,47,33,102,749,10.7,8.8,6.96,85,5.642857143,0.974,32.802,4.224,5,5,10
535,30,28,102,0,2,195,211,450,506,137,39,29,106,697,12,11.31,6.92,72,5.875,2.497,24.479,3.024,5,4,9
478,21,29,87,0,0,211,150,319,391,94,35,51,93,634,12,9.4,5.93,35,7.5,0.361,18.703,1.936,5,4,9
716,32,43,106,12,7,282,303,639,702,169,62,20,126,820,10.3,8.47,7.38,108,6.833333333,1.78,25.89,4.33,6,6,12
293,12,23,39,0,0,115,141,255,276,79,18,12,58,352,11,9.46,7.06,38,10.8,0.678,10.046,1.276,4,4,8
635,49,38,103,5,10,232,275,560,612,143,40,32,105,753,9.6,9.55,6.9,89,5.125,0.725,40.169,8.106,5,5,10
415,26,17,60,0,0,183,143,307,362,88,31,16,71,517,10.3,8.11,5.65,31,7.083333333,0.649,22.039,3.312,4,4,8
144,6,7,15,0,0,47,74,116,128,47,4,6,23,167,10.5,8.36,6.31,13,8.3,0.306,5.101,0.593,3,3,6
813,32,51,112,0,5,306,300,691,772,198,67,46,135,951,10.7,9.75,7.18,107,7.166666667,1.847,26.059,4.096,6,6,12
653,41,45,68,0,2,250,275,577,638,152,24,47,135,694,7.8,7.06,6.01,59,3.409090909,2.564,35.631,2.805,4,5,9
379,21,15,66,0,0,163,186,340,370,93,31,15,64,468,9.8,9.57,7.53,65,5.642857143,2.247,17.162,1.592,4,4,8
475,26,28,93,2,1,184,196,411,462,96,32,32,86,620,11.5,9.51,6.97,67,5,0.078,20.53,5.392,4,5,9
530,30,41,104,4,5,194,253,483,520,137,31,28,97,671,11.4,10.44,7.28,82,7.583333333,2.463,25.202,2.335,5,5,10
381,28,21,46,8,1,149,172,341,371,78,23,23,71,427,8.6,7.18,6.6,47,3.9,3.13,21.754,3.116,5,4,9
450,13,37,99,0,2,206,186,382,427,109,27,51,101,611,13.3,10.4,6.93,45,11.5,0.743,10.534,1.723,4,4,8
571,35,41,76,0,0,227,229,465,539,135,34,39,118,663,9.2,7.82,6.44,65,6.666666667,2.343,28.405,4.249,5,5,10
575,26,22,81,0,1,239,203,455,525,133,32,25,87,659,11,8.12,6.89,69,5.642857143,0.37,20.975,4.655,5,5,10
447,23,19,51,0,0,181,198,393,430,96,24,36,86,517,8.7,7.02,6.07,40,7.333333333,0.425,17.653,4.922,5,5,10
445,26,22,59,2,5,169,201,387,430,88,23,28,83,530,10.6,7.59,6.08,42,8.5,1.925,20.834,3.24,4,4,8
304,16,36,29,0,0,130,138,265,292,63,13,8,58,351,9.8,5.8,6.04,27,6.583333333,0,14.066,1.934,4,4,8
385,18,26,44,0,1,177,152,298,349,69,15,28,69,448,11.2,8.18,6.26,36,6.833333333,1.052,14.758,2.19,4,4,8
381,23,12,52,0,1,162,152,293,337,79,21,22,76,460,9.4,6.72,5.93,34,5.571428571,2.544,17.678,2.779,4,4,8
629,33,42,104,0,3,227,284,560,611,152,46,24,128,735,8.8,9.92,7.34,97,5.857142857,4.001,27.066,1.934,5,6,11
284,13,17,53,0,0,108,142,251,269,80,16,12,42,346,11.4,9.98,7.16,40,8,0.165,10.593,2.241,4,4,8
296,17,17,50,1,0,114,155,262,285,61,29,20,61,376,10.7,9.68,7.35,48,5.1875,2.376,13.234,1.391,4,4,8
385,33,43,59,0,1,163,163,322,355,81,24,18,87,450,9.1,7.23,6.12,42,3.181818182,1.583,29.642,1.775,3,4,7
853,41,35,191,0,2,323,329,725,828,186,76,58,138,1166,13.1,11.83,8.16,168,6.333333333,2.692,32.584,5.726,6,6,12
283,10,9,63,0,0,104,139,254,278,95,19,17,50,378,13.8,11.55,8.56,57,11.875,0.167,8.801,1.033,4,4,8
377,20,27,52,0,1,154,146,309,352,99,26,11,62,466,10.8,8.18,6.38,41,7,0.364,18.179,1.457,4,4,8
488,25,18,28,2,3,182,162,357,428,133,38,15,87,517,7.5,7.13,6.18,43,6,3.071,20.433,1.496,4,4,8
325,19,23,60,1,0,120,161,286,312,78,17,10,68,401,10.7,10.43,7.9,61,8.4,1.447,15.518,2.035,4,4,8
235,13,16,28,0,0,99,128,218,230,53,11,11,46,277,9.7,6.26,6.09,22,7.166666667,0.133,9.915,2.952,4,4,8
181,13,10,20,0,2,76,100,163,175,37,14,4,35,207,9.1,5.73,6.11,19,4.388888889,0.643,10.165,2.192,3,3,6
444,23,11,59,0,1,195,191,385,425,100,30,25,86,544,10.3,7.6,6.33,47,6.666666667,0.415,19.262,3.325,5,4,9
377,21,16,70,2,1,154,189,337,362,92,21,13,58,472,10.7,8.76,7.32,61,4.5625,0.961,17.256,2.783,5,4,9
363,29,13,51,2,1,129,150,308,346,83,16,23,65,409,7.9,6.76,6.93,53,3.125,0.42,25.963,2.617,4,4,8
391,26,23,45,0,4,167,177,341,379,84,23,28,67,471,9.3,6.31,6.44,47,4.277777778,0.706,21.899,3.395,4,5,9
633,37,39,97,6,6,229,277,559,609,152,41,38,100,758,11,8.87,6.75,79,7.75,2.74,28.908,5.352,4,5,9
344,19,13,49,0,0,125,162,302,333,94,14,27,71,422,10.2,8.35,6.67,43,7.75,0.186,16.436,2.378,4,4,8
493,27,25,71,1,5,186,262,461,489,96,42,26,81,551,8.7,8.29,6.85,65,6.285714286,2.42,21.543,3.037,5,5,10
526,23,22,94,0,0,226,206,415,466,134,42,32,90,692,10.8,9.69,7.06,73,8.2,0,20.137,2.863,4,5,9
439,26,25,78,0,1,162,191,374,421,94,28,24,66,513,9.4,9.16,6.95,61,5.857142857,0.085,22.942,2.973,5,4,9
672,36,29,73,0,0,263,206,518,613,172,46,28,129,814,10,7.94,5.78,50,6.833333333,1.165,31.288,3.545,4,4,8
301,12,19,29,0,0,141,161,281,294,68,16,25,59,345,9.5,7.03,6.26,26,12.75,0.571,10.255,1.172,4,3,7
457,18,21,89,1,1,174,223,408,443,112,35,30,74,602,13.5,10.86,7.72,76,8.8,1.251,14.035,2.714,6,5,11
412,24,25,94,0,0,122,213,372,404,120,38,23,58,558,12.1,13.04,8.81,94,5.055555556,2.592,19.945,1.462,5,5,10
