,char_count,word_count,sentence_count,avg_sentence_len,spelling_errors,long_word,exc_count,que_count,comma_count,stopwords_num,sat_num,unigram,bigrams,trigrams,noun_count,adj_count,adv_count,verb_count,fw_count,neg_sentiment,neu_sentiment,pos_sentiment,syllable_count,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog
887,2236.0,477.0,25.0,19.08,21,62,0,0,5,217,5,178,383,442,95,26,19,92,92,0.877,19.821999999999996,4.3020000000000005,560,79.19,9.3,6.5,6.49,6.8,5.99,41,8.6,12.738801843317972
888,2082.0,424.0,18.0,23.555555555555557,17,59,1,0,5,185,6,175,356,400,107,24,20,84,84,0.28300000000000003,14.319999999999997,3.3970000000000002,536,66.67,11.4,9.3,8.24,10.0,6.62,47,10.4,15.430466321243523
889,1928.0,392.0,26.0,15.076923076923077,23,75,0,4,18,148,16,192,361,385,80,36,27,74,74,2.249,20.51,3.24,489,65.83,10.6,7.5,9.91,8.1,7.41,65,4.875,15.367807807807807
890,1625.0,344.0,15.0,22.933333333333334,14,39,0,0,17,151,3,147,291,323,68,31,22,59,59,0.22799999999999998,11.340999999999998,3.431,412,75.84,10.8,7.8,7.25,8.9,6.19,30,6.833333333333333,14.138520900321545
891,2294.0,468.0,26.0,18.0,29,74,0,1,16,189,16,203,404,443,107,30,26,88,88,0.325,22.768,2.9080000000000004,576,72.56,9.9,7.0,8.29,7.4,6.52,56,7.166666666666666,13.573333333333336
892,2767.0,592.0,25.0,23.68,27,61,0,0,15,282,4,198,471,543,150,23,41,98,98,0.059,23.903000000000002,1.038,681,75.34,9.6,8.0,7.14,9.0,5.85,39,11.75,13.417853107344634
893,550.0,127.0,4.0,31.75,10,10,0,0,1,66,0,66,109,119,17,7,4,26,26,0.0,3.745,0.255,140,74.87,7.2,10.3,4.13,10.5,6.57,11,16.666666666666668,17.666666666666668
894,2447.0,496.0,24.0,20.666666666666668,18,96,0,1,11,198,7,211,434,476,133,32,21,86,86,0.641,20.913999999999998,2.445,624,69.72,11.0,8.1,9.11,9.2,6.95,67,7.416666666666666,15.437097505668934
895,2846.0,565.0,32.0,17.65625,25,90,0,1,19,236,12,245,508,553,147,34,29,87,87,3.008,26.284999999999997,2.709,743,64.0,10.8,8.2,9.45,8.4,7.08,85,5.3125,15.039443339960238
896,1632.0,315.0,18.0,17.5,20,59,0,0,3,124,14,139,272,303,75,15,9,58,58,0.16699999999999998,15.427999999999999,2.4050000000000002,426,63.49,10.3,8.4,9.16,8.4,6.94,46,6.5,14.80302405498282
897,1648.0,351.0,15.0,23.4,16,45,0,0,15,156,3,168,315,345,75,17,18,64,64,0.372,12.631,1.9969999999999999,399,75.74,10.4,7.9,7.54,9.1,6.24,31,8.0,14.294358974358975
898,2046.0,407.0,28.0,14.535714285714286,28,71,2,0,16,145,2,197,364,392,93,30,24,77,77,0.318,23.57,4.112000000000001,489,75.81,9.4,5.8,9.03,6.9,6.49,51,4.6875,12.626666666666665
899,3429.0,675.0,45.0,15.0,44,122,0,0,37,255,5,240,542,636,158,60,39,116,116,3.1999999999999997,35.188,6.611000000000001,857,66.74,10.4,7.2,9.96,7.9,6.87,96,6.0,13.752901023890786
900,1887.0,393.0,15.0,26.2,15,41,0,0,8,183,3,165,334,380,96,16,20,65,65,0.35200000000000004,12.834,1.8139999999999998,464,72.19,10.8,9.2,7.32,10.4,5.93,25,12.125,14.467252747252747
901,1865.0,392.0,21.0,18.666666666666668,21,45,0,0,8,166,5,158,301,350,72,14,11,77,77,0.173,18.497,2.3300000000000005,477,79.6,10.0,6.4,6.96,7.0,6.34,42,7.083333333333334,13.505882352941178
902,1328.0,262.0,24.0,10.916666666666666,18,51,1,0,11,86,5,142,234,249,65,14,12,48,48,0.7829999999999999,18.331999999999997,4.884,327,70.5,9.0,5.7,9.54,6.5,7.2,44,3.083333333333333,13.577142857142858
903,1935.0,383.0,20.0,19.15,16,81,1,3,28,156,10,185,351,379,85,25,26,57,57,1.0110000000000001,17.021,1.967,491,63.39,12.7,8.5,11.08,10.0,7.59,65,4.625,16.495460122699388
904,3664.0,724.0,52.0,13.923076923076923,41,136,0,4,25,275,23,271,574,653,183,40,35,128,128,0.666,45.95799999999999,5.375999999999999,936,67.65,10.1,6.8,9.73,7.3,6.84,104,7.25,13.43270998415214
905,544.0,111.0,6.0,18.5,2,18,0,0,1,46,3,75,105,107,22,10,7,25,25,0.351,4.729,0.9199999999999999,141,71.34,11.5,7.5,7.94,7.7,6.81,15,6.583333333333333,14.660594059405941
906,2062.0,434.0,18.0,24.11111111111111,29,65,0,2,16,178,4,198,379,413,104,31,25,73,73,0.5920000000000001,16.516,0.8919999999999999,529,65.86,11.8,9.6,8.65,10.7,7.25,60,8.3,17.24604774535809
907,4008.0,774.0,37.0,20.91891891891892,28,145,2,0,17,315,22,273,628,720,208,58,39,135,135,0.629,30.813000000000002,5.558000000000001,1029,60.75,12.0,9.5,10.15,10.3,6.63,91,8.1,14.76
908,1678.0,388.0,24.0,16.166666666666668,32,42,1,2,17,154,3,173,350,381,76,19,20,68,68,1.151,19.967000000000002,2.882,413,83.36,8.1,4.9,6.54,5.3,6.42,43,4.333333333333333,12.711849529780565
909,2373.0,503.0,35.0,14.371428571428572,32,69,0,1,16,200,7,236,453,491,120,26,31,92,92,1.828,27.611000000000004,5.56,586,75.81,9.5,5.8,7.76,5.8,6.51,62,5.571428571428571,12.674285714285714
910,1245.0,248.0,11.0,22.545454545454547,20,32,1,0,7,110,0,104,200,234,61,7,12,53,53,0.29,9.638,1.073,305,67.99,10.8,8.8,9.63,10.5,6.42,25,11.1,14.564886877828057
911,1849.0,385.0,30.0,12.833333333333334,24,60,1,2,4,126,5,202,350,377,99,29,27,79,79,0.972,26.383,2.6449999999999996,460,77.33,9.1,5.2,8.56,6.0,6.54,49,4.055555555555555,12.353883792048931
912,2744.0,540.0,38.0,14.210526315789474,26,108,11,0,14,186,11,259,482,526,140,36,29,92,92,0.341,30.891000000000005,6.768,707,67.45,11.1,6.9,10.08,7.7,7.25,89,3.5999999999999996,14.52683760683761
913,1884.0,396.0,21.0,18.857142857142858,33,60,1,7,12,151,0,190,357,384,96,22,21,73,73,0.162,18.561,2.2780000000000005,462,80.01,10.1,6.2,8.06,7.7,6.64,48,5.928571428571429,14.157241379310348
914,1683.0,376.0,30.0,12.533333333333333,20,42,2,4,7,113,7,148,296,342,108,33,7,63,63,0.0,24.979,4.021000000000001,420,77.64,8.2,5.1,8.56,5.8,6.24,39,5.5625,11.492525252525255
915,696.0,143.0,8.0,17.875,4,18,0,0,4,61,3,98,139,141,34,11,6,22,22,0.0,7.270999999999999,0.7289999999999999,174,80.51,9.5,6.0,7.94,7.4,6.76,19,7.416666666666666,14.331472868217055
916,2954.0,663.0,31.0,21.387096774193548,39,76,0,1,33,243,2,223,491,585,143,53,48,114,114,1.7890000000000004,25.237,3.9770000000000003,715,78.79,9.3,6.7,7.71,8.0,5.98,51,6.0,12.82235934664247
917,1760.0,350.0,13.0,26.923076923076923,16,70,3,0,14,143,7,188,323,342,84,23,17,58,58,0.6499999999999999,10.129000000000001,2.221,445,64.34,13.3,10.2,10.39,12.6,7.63,55,10.1,18.622857142857143
918,1497.0,298.0,13.0,22.923076923076923,33,48,0,0,2,124,1,151,273,290,75,12,10,65,65,0.28700000000000003,11.521,1.192,385,66.88,12.0,9.2,8.41,10.1,7.09,42,10.8,16.566956521739133
919,873.0,189.0,14.0,13.5,12,26,0,0,3,78,5,101,160,176,30,16,14,35,35,0.5349999999999999,11.739999999999998,1.7249999999999999,211,84.78,8.6,4.4,6.6,4.6,5.94,18,5.714285714285714,11.097349397590362
920,3017.0,590.0,35.0,16.857142857142858,50,113,1,2,14,248,8,245,495,550,147,37,36,90,90,4.8340000000000005,27.139999999999997,3.0269999999999997,740,72.97,10.7,6.9,9.21,8.2,6.79,81,12.125,14.170225563909776
921,2738.0,580.0,31.0,18.70967741935484,20,93,17,1,49,217,7,215,478,547,155,38,31,86,86,0.615,24.330999999999996,6.055000000000001,647,73.37,9.1,6.7,9.91,8.5,6.81,73,5.375,14.093361522198734
922,1787.0,373.0,19.0,19.63157894736842,18,64,0,0,15,154,6,180,338,361,95,29,20,62,62,1.12,16.357,1.523,464,71.04,10.9,7.6,8.52,8.3,7.45,61,12.25,16.34769230769231
923,1726.0,341.0,20.0,17.05,24,60,0,0,13,129,5,172,303,329,65,30,37,55,55,0.091,17.881999999999998,2.027,429,73.78,10.1,6.5,9.5,8.0,7.02,51,4.444444444444445,14.51496688741722
924,1449.0,301.0,13.0,23.153846153846153,18,34,0,0,3,157,1,112,234,271,44,12,27,66,66,0.0,11.957,1.0430000000000001,360,75.34,10.7,8.0,7.37,9.2,6.06,24,8.1,13.958260869565217
925,1402.0,292.0,15.0,19.466666666666665,10,30,0,0,3,121,2,119,237,265,76,16,9,58,58,0.476,12.932,1.592,361,70.43,10.5,7.8,7.19,7.5,6.06,26,6.666666666666667,12.989774436090228
926,1948.0,399.0,32.0,12.46875,17,62,1,4,7,141,6,206,367,392,90,23,21,71,71,1.8370000000000002,25.637999999999998,4.526,481,77.64,8.5,5.1,8.04,5.4,6.82,59,4.277777777777778,12.982857142857142
927,1450.0,311.0,19.0,16.36842105263158,24,37,0,0,20,108,4,136,258,289,64,22,25,57,57,1.002,15.474000000000002,2.5250000000000004,360,82.54,8.7,5.2,7.71,6.4,6.46,36,4.875,13.013134328358209
928,2538.0,560.0,25.0,22.4,36,66,0,1,16,241,4,210,443,511,120,28,36,101,101,0.0,21.988,3.012,624,77.16,9.5,7.3,7.2,8.2,6.26,51,7.166666666666666,13.957530864197532
929,1920.0,386.0,17.0,22.705882352941178,21,67,0,0,15,156,6,176,323,355,89,26,19,64,64,0.4179999999999999,13.272,3.31,487,67.99,11.4,8.8,9.52,10.4,6.94,50,7.833333333333334,15.88795321637427
930,2317.0,439.0,24.0,18.291666666666668,25,99,0,0,9,143,3,205,381,417,124,31,26,87,87,0.776,20.349999999999998,2.8739999999999997,608,55.74,12.4,9.3,12.58,10.8,7.73,78,7.5,16.609703504043125
931,2009.0,439.0,26.0,16.884615384615383,17,35,0,0,5,197,18,154,327,382,86,28,31,83,83,0.46699999999999997,21.688000000000002,3.8440000000000003,510,81.83,8.4,5.5,5.5,5.0,5.67,33,6.833333333333333,11.22
932,1668.0,353.0,14.0,25.214285714285715,14,56,4,1,24,143,4,155,282,318,67,14,20,57,57,0.394,12.262000000000002,1.345,419,66.67,11.8,9.3,9.17,10.8,7.28,49,8.6,17.093333333333334
933,2423.0,477.0,22.0,21.681818181818183,8,91,1,0,16,198,7,190,372,416,111,27,31,96,96,1.099,19.348,1.554,603,68.5,11.7,8.6,9.52,10.1,6.44,50,11.75,14.480371229698376
934,1235.0,250.0,11.0,22.727272727272727,17,39,0,0,12,100,1,151,240,247,46,16,29,47,47,0.79,7.2970000000000015,2.9130000000000003,314,68.2,10.2,8.7,9.63,10.4,7.87,45,8.8,18.17917808219178
935,1343.0,291.0,20.0,14.55,24,30,0,0,6,120,0,123,241,273,63,12,13,61,61,0.779,17.567,1.654,337,83.56,8.1,4.9,5.9,4.6,5.8,25,5.125,11.071417624521073
936,1897.0,428.0,17.0,25.176470588235293,37,29,6,1,11,164,3,176,363,413,111,30,22,76,76,0.41500000000000004,13.272000000000002,3.3129999999999993,460,74.93,8.1,8.2,6.79,8.9,6.42,40,8.7,14.987826086956524
937,1387.0,280.0,12.0,23.333333333333332,11,33,0,0,6,108,4,141,253,274,77,15,14,49,49,0.434,9.543,2.022,343,67.59,10.7,8.9,9.63,10.7,6.9,35,12.5,15.891056910569105
938,3903.0,750.0,34.0,22.058823529411764,35,169,21,0,48,221,12,309,612,704,252,63,28,103,103,1.931,27.620000000000005,4.449000000000001,1035,45.76,13.1,11.1,14.67,13.3,8.01,133,11.5,17.74117647058824
939,2130.0,413.0,24.0,17.208333333333332,38,84,0,0,4,169,2,203,374,400,109,31,9,80,80,0.237,21.846000000000004,1.917,512,72.97,10.5,6.9,10.26,9.0,7.12,63,5.4375,15.003076923076925
940,3099.0,617.0,34.0,18.147058823529413,23,96,0,1,8,256,14,257,541,593,153,40,39,98,98,2.789,26.013999999999996,5.1960000000000015,787,71.75,10.8,7.3,8.87,8.3,6.54,74,4.75,13.864659498207885
941,2249.0,461.0,18.0,25.61111111111111,30,72,1,2,18,188,3,235,438,456,103,32,31,90,90,1.475,14.639000000000001,1.885,553,73.61,10.7,8.7,8.77,11.0,7.26,65,16.0,17.4553995157385
942,2126.0,436.0,22.0,19.818181818181817,21,61,2,1,5,172,5,219,390,420,111,21,18,85,85,0.233,19.203999999999997,2.5639999999999996,525,78.89,10.4,6.7,8.35,8.5,6.67,53,5.785714285714286,14.529871465295628
943,2616.0,540.0,35.0,15.428571428571429,24,93,0,0,26,218,11,207,449,508,118,27,31,90,90,0.276,27.47000000000001,7.254000000000001,661,73.78,10.0,6.5,8.34,7.0,6.48,64,4.222222222222222,13.16084388185654
944,1906.0,389.0,16.0,24.3125,11,61,0,0,11,148,12,142,269,315,125,21,6,57,57,0.128,13.765999999999998,2.106,496,58.62,12.2,10.3,9.86,11.1,7.26,55,12.25,16.94761904761905
945,2158.0,417.0,23.0,18.130434782608695,25,80,0,2,17,153,11,207,377,401,101,24,28,73,73,1.925,18.211000000000002,2.8640000000000003,546,63.8,11.4,8.3,10.84,9.6,7.66,75,6.428571428571429,16.55672131147541
946,1160.0,233.0,19.0,12.263157894736842,9,31,1,0,6,87,2,124,210,224,55,17,17,36,36,0.124,16.345000000000002,2.5309999999999997,270,85.28,8.5,4.2,8.45,6.1,6.58,31,3.6500000000000004,12.579417475728157
947,1650.0,337.0,12.0,28.083333333333332,31,40,0,1,13,145,6,158,290,318,73,21,18,71,71,0.156,10.699,1.145,413,70.97,10.3,9.7,8.48,12.0,6.91,39,8.8,17.298039215686273
948,2660.0,548.0,33.0,16.606060606060606,20,100,4,3,22,187,9,212,417,478,149,45,34,100,100,0.46199999999999997,26.052999999999997,6.484,674,65.52,10.6,7.6,10.32,8.6,6.74,69,6.071428571428571,13.75929515418502
949,3711.0,686.0,31.0,22.129032258064516,56,184,0,0,46,232,9,326,610,672,193,60,34,103,103,2.9319999999999995,25.891000000000002,2.177,927,52.19,12.8,10.7,13.52,13.1,8.69,153,8.7,20.008163265306123
950,1703.0,361.0,22.0,16.40909090909091,25,40,0,0,10,135,2,143,271,317,86,19,22,70,70,0.402,19.231999999999996,2.3659999999999997,408,82.04,8.6,5.4,7.01,6.1,5.68,27,4.6875,11.194037267080745
951,2725.0,574.0,42.0,13.666666666666666,26,93,8,2,21,214,13,238,483,538,135,32,40,101,101,3.748,34.355999999999995,3.8950000000000005,700,76.72,10.1,5.4,8.45,6.2,6.92,83,4.166666666666667,13.473706004140787
952,2313.0,447.0,24.0,18.625,25,74,0,0,11,181,10,208,406,437,115,28,23,73,73,3.036,19.733999999999998,1.231,573,71.44,10.5,7.4,10.09,9.4,7.02,65,7.25,15.163790523690773
953,2695.0,526.0,23.0,22.869565217391305,21,108,5,1,24,190,9,246,475,511,150,31,31,97,97,0.538,18.946,3.5159999999999996,702,51.58,12.7,10.9,11.66,11.9,8.05,98,10.2,18.551111111111112
954,2069.0,431.0,21.0,20.523809523809526,22,62,3,5,19,183,4,186,364,398,93,34,29,75,75,1.3010000000000002,15.491000000000001,4.2090000000000005,519,69.92,10.6,8.0,8.36,8.5,6.36,44,7.166666666666666,13.88732984293194
955,2043.0,417.0,20.0,20.85,28,67,3,1,19,177,9,195,367,405,95,21,16,76,76,0.365,15.547,4.085999999999999,500,69.72,10.8,8.1,9.23,9.3,6.96,56,6.833333333333333,15.463542234332426
956,2478.0,485.0,32.0,15.15625,45,80,0,1,8,186,2,206,422,469,128,25,16,83,83,0.489,28.090999999999998,3.42,636,66.03,10.1,7.5,9.21,7.4,6.63,64,5.785714285714286,13.33812356979405
957,1117.0,235.0,9.0,26.11111111111111,15,34,0,0,2,109,1,111,198,219,55,6,11,51,51,0.5650000000000001,8.123999999999999,0.31,282,72.7,11.0,9.0,7.49,10.3,6.66,25,9.0,16.192897196261683
958,4521.0,903.0,50.0,18.06,44,162,4,2,25,329,23,386,796,879,255,54,40,164,164,2.028,43.111999999999995,4.859,1176,63.7,11.1,8.4,10.79,9.6,7.52,150,7.916666666666666,16.23289817232376
959,2070.0,414.0,23.0,18.0,22,67,3,1,20,161,10,206,369,397,88,40,45,65,65,2.028,18.142000000000003,2.8310000000000004,522,64.2,10.3,8.2,10.26,8.9,7.19,63,5.928571428571429,15.258823529411766
960,2079.0,426.0,17.0,25.058823529411764,23,55,0,0,19,163,10,194,379,417,127,31,12,71,71,0.346,14.445999999999998,2.209,519,67.38,11.1,9.0,9.28,10.5,6.91,53,5.857142857142857,15.963646112600538
961,1192.0,240.0,13.0,18.46153846153846,11,44,6,0,6,96,1,131,214,232,50,16,17,42,42,0.224,11.320999999999998,1.455,293,72.87,10.5,6.9,8.63,7.7,6.9,34,8.3,14.475140186915889
962,2443.0,477.0,23.0,20.73913043478261,23,90,5,2,20,171,8,203,369,415,131,44,23,73,73,0.0,17.601,5.398999999999999,636,53.71,12.5,10.1,11.77,11.2,7.44,75,5.928571428571429,16.444168734491313
963,2645.0,557.0,32.0,17.40625,21,81,0,5,37,187,5,243,477,537,162,38,24,89,89,0.695,27.913000000000004,3.3919999999999995,646,74.19,9.4,6.4,10.49,8.6,7.28,84,5.4375,15.083296213808465
964,1632.0,354.0,13.0,27.23076923076923,30,43,0,0,6,167,4,136,286,330,71,17,23,68,68,0.156,11.088,1.7559999999999998,403,71.78,11.1,9.4,6.74,10.2,6.09,25,12.375,14.995264797507787
965,1329.0,288.0,8.0,36.0,18,24,0,0,3,101,1,133,250,276,96,15,19,60,60,0.066,7.375,0.5589999999999999,323,66.3,10.1,11.5,9.53,14.9,7.42,35,12.25,19.849128630705394
966,896.0,192.0,14.0,13.714285714285714,8,22,0,0,2,83,2,100,164,179,46,11,9,27,27,0.403,13.184999999999999,0.41200000000000003,228,84.37,8.8,4.5,6.31,4.6,6.17,21,3.8499999999999996,11.803720930232558
967,2012.0,413.0,14.0,29.5,22,73,0,0,13,182,5,164,341,380,109,24,26,74,74,1.149,12.014,0.837,504,64.44,11.9,10.1,10.22,12.5,7.13,52,15.333333333333334,17.315706214689268
968,2354.0,497.0,22.0,22.59090909090909,39,74,0,1,29,216,5,181,382,448,89,39,30,82,82,1.2160000000000002,19.17,1.615,570,77.06,10.8,7.4,8.7,9.4,6.55,53,5.714285714285714,14.730232558139534
969,2202.0,462.0,16.0,28.875,16,61,0,0,7,204,1,129,276,334,91,31,25,92,92,0.442,13.743,1.815,560,62.21,11.1,11.0,8.25,11.9,6.26,35,8.7,15.718058252427184
970,2287.0,492.0,26.0,18.923076923076923,14,61,0,2,19,165,2,221,419,476,147,28,39,74,74,0.5369999999999999,21.878999999999998,3.5839999999999996,589,64.41,9.7,8.1,9.56,8.5,7.52,79,6.571428571428571,16.03979949874687
971,1369.0,283.0,21.0,13.476190476190476,15,43,1,3,10,89,4,141,246,268,66,15,13,55,55,1.077,17.232,2.6910000000000003,337,77.13,8.7,5.3,8.16,5.8,7.02,44,5.0625,13.623673469387754
972,1636.0,358.0,28.0,12.785714285714286,22,39,0,0,5,130,4,124,235,287,106,22,18,59,59,3.1460000000000004,23.637,1.2189999999999999,400,85.49,8.5,4.1,6.07,4.1,5.25,21,3.6500000000000004,9.16370607028754
973,2778.0,527.0,26.0,20.26923076923077,21,124,0,1,24,195,15,233,450,499,141,42,28,75,75,1.4869999999999999,22.251,2.2600000000000002,739,52.8,13.7,10.5,12.01,11.5,8.3,109,6.75,18.858910675381264
974,2275.0,459.0,14.0,32.785714285714285,26,63,0,0,5,209,2,228,413,449,102,42,33,81,81,0.168,11.599000000000002,2.2350000000000003,567,65.29,11.4,11.9,7.85,14.0,7.5,64,16.0,20.325057471264373
975,3016.0,614.0,47.0,13.063829787234043,48,101,0,2,18,208,6,239,506,573,153,42,36,121,121,1.33,37.278,8.393,741,77.13,9.6,5.3,9.26,6.6,6.49,76,3.3181818181818183,12.263754789272031
976,1709.0,335.0,8.0,41.875,12,48,0,0,10,152,4,133,264,294,80,23,21,62,62,0.565,6.558000000000001,0.878,425,56.76,12.2,15.2,8.89,19.1,6.89,26,12.625,21.09113924050633
977,969.0,200.0,3.0,66.66666666666667,22,15,0,0,0,90,1,106,177,190,56,11,12,33,33,0.134,2.489,0.377,230,42.69,11.9,22.6,8.2,29.4,8.49,21,25.0,31.220540540540544
978,2277.0,454.0,18.0,25.22222222222222,22,70,0,0,4,213,7,203,403,439,107,24,30,79,79,0.326,15.705,1.9690000000000003,588,64.14,11.4,10.3,7.96,10.8,6.77,53,8.5,16.490232558139535
979,2078.0,433.0,33.0,13.121212121212121,21,65,2,7,12,157,7,188,361,405,102,17,20,87,87,0.7809999999999999,28.546,3.673,528,77.03,9.4,5.3,8.51,6.0,6.59,56,4.444444444444445,12.566956521739131
980,1553.0,336.0,25.0,13.44,16,37,0,0,6,138,2,161,301,326,77,17,19,59,59,0.0,21.364,3.6359999999999997,375,85.18,7.5,4.2,5.95,4.1,5.96,33,4.388888888888889,11.029530201342283
981,2050.0,414.0,35.0,11.82857142857143,29,79,0,0,7,133,0,192,354,394,97,31,14,73,73,2.114,29.192999999999998,3.6929999999999996,522,69.58,9.8,6.1,8.73,6.0,6.4,51,4.055555555555555,11.810337078651685
982,3216.0,652.0,36.0,18.11111111111111,28,121,5,6,31,228,7,282,557,628,165,54,35,114,114,3.6009999999999995,30.366,2.031,823,64.41,11.4,8.1,10.32,9.1,7.3,101,5.714285714285714,15.478834244080145
983,1530.0,322.0,21.0,15.333333333333334,21,36,0,0,16,133,2,128,240,278,64,21,27,75,75,1.2,17.329,2.470999999999999,379,75.2,10.1,6.0,8.69,6.9,6.31,35,5.571428571428571,12.347058823529412
984,2267.0,506.0,30.0,16.866666666666667,34,61,6,2,22,177,1,202,426,492,125,40,29,75,75,0.415,25.823,2.7619999999999996,550,82.24,8.6,5.4,7.82,6.6,6.13,47,5.785714285714286,12.257607655502392
985,2158.0,469.0,30.0,15.633333333333333,44,61,2,3,19,171,4,184,367,436,116,28,30,82,82,0.257,25.796000000000003,3.9470000000000005,529,75.61,9.7,5.8,9.15,7.1,6.73,59,4.4375,13.283386243386245
986,1141.0,236.0,18.0,13.11111111111111,16,36,0,0,1,87,6,138,217,231,42,13,9,55,55,0.393,15.797,1.8090000000000002,283,77.03,8.3,5.3,8.39,6.0,6.78,33,4.722222222222222,13.047164179104477
987,3006.0,624.0,29.0,21.517241379310345,28,101,3,0,21,229,6,283,540,596,177,61,20,114,114,0.421,25.291000000000004,3.2880000000000003,737,68.4,10.5,8.6,9.69,10.3,7.37,93,12.875,16.87248120300752
988,3197.0,648.0,33.0,19.636363636363637,29,104,0,0,21,260,7,236,493,569,153,55,21,129,129,0.353,26.630000000000003,6.015999999999999,796,70.73,10.1,7.7,8.87,8.7,6.48,72,7.0,13.986178010471205
989,2109.0,433.0,20.0,21.65,20,63,0,0,8,192,9,195,358,397,89,22,20,84,84,0.14300000000000002,17.613,2.2430000000000003,542,68.1,9.8,8.7,7.54,8.7,6.17,39,10.2,13.9
990,2106.0,425.0,31.0,13.709677419354838,12,58,0,1,3,178,8,185,364,402,89,32,18,81,81,0.427,25.802999999999997,4.7700000000000005,537,75.71,9.5,5.8,7.47,5.7,6.08,45,5.25,11.627249357326479
991,1888.0,402.0,23.0,17.47826086956522,29,50,1,4,12,177,2,187,354,380,82,12,27,74,74,0.5680000000000001,20.202,2.2300000000000004,439,82.14,8.3,5.4,7.71,6.6,6.07,38,5.125,12.155300859598855
992,1849.0,378.0,25.0,15.12,61,58,1,0,3,141,5,207,357,373,89,23,18,82,82,2.084,20.449,2.467,446,82.65,7.7,5.2,7.07,5.8,6.5,48,5.5625,13.101432664756448
993,1012.0,200.0,14.0,14.285714285714286,14,35,1,0,5,76,3,124,192,197,52,19,15,32,32,0.496,11.869000000000002,1.635,256,65.01,10.7,7.8,9.74,8.3,7.51,35,6.142857142857143,15.834545454545456
994,2356.0,456.0,23.0,19.82608695652174,29,96,0,0,2,179,5,228,393,435,105,29,33,86,86,0.221,20.516000000000002,2.263,627,61.56,12.2,9.2,9.39,9.5,7.15,69,5.25,15.858705035971225
995,622.0,132.0,6.0,22.0,17,17,0,0,0,60,2,77,118,126,32,8,5,22,22,0.093,5.443,0.464,152,77.06,9.3,7.4,7.78,8.7,6.63,15,7.0,14.928205128205128
996,2331.0,477.0,31.0,15.387096774193548,27,75,0,1,21,185,8,224,424,459,117,36,23,75,75,0.448,25.671000000000003,4.880999999999999,582,74.69,9.7,6.2,8.52,6.8,6.94,70,4.6875,14.066666666666666
997,2353.0,519.0,39.0,13.307692307692308,34,66,3,2,28,179,8,229,449,503,107,42,37,82,82,1.784,34.312999999999995,2.903,586,76.72,8.8,5.4,8.74,6.4,7.03,74,3.95,13.74975845410628
998,2242.0,424.0,21.0,20.19047619047619,24,85,1,1,4,169,12,175,334,388,114,23,25,89,89,0.312,18.130000000000003,2.5580000000000003,569,60.24,12.0,9.7,10.56,10.9,6.56,48,8.0,14.721240310077519
999,1934.0,398.0,20.0,19.9,24,69,1,0,18,170,8,167,331,368,83,22,22,74,74,2.157,16.933,0.9089999999999999,487,70.43,10.7,7.8,8.35,8.5,6.61,47,6.416666666666667,14.390734463276836
1000,2175.0,457.0,33.0,13.848484848484848,24,69,2,11,3,192,5,201,408,448,87,22,33,82,82,1.175,30.095,1.73,541,84.47,9.0,4.5,7.41,5.4,5.97,44,7.0,11.258109452736319
1001,1832.0,357.0,19.0,18.789473684210527,12,73,0,3,16,134,18,187,323,339,89,31,27,63,63,3.455,13.992999999999999,1.5520000000000003,482,63.09,12.0,8.6,10.38,9.6,7.52,61,6.916666666666667,16.386031746031748
1002,1836.0,388.0,21.0,18.476190476190474,22,59,0,2,11,168,6,155,320,364,78,24,22,77,77,1.101,15.915999999999997,3.9829999999999997,477,71.65,10.4,7.4,7.31,7.0,6.09,36,5.857142857142857,12.749855907780981
1003,514.0,108.0,4.0,27.0,2,17,0,0,0,51,1,60,93,100,20,6,4,21,21,0.089,3.465,0.44599999999999995,137,62.72,11.7,10.8,6.74,10.5,6.77,12,11.5,16.872475247524754
1004,1993.0,396.0,16.0,24.75,8,69,0,0,7,126,7,129,258,314,129,24,10,78,78,0.0,13.296000000000001,2.7039999999999997,539,52.09,12.5,10.7,10.56,10.7,6.51,42,5.928571428571429,14.52372093023256
1005,1597.0,348.0,25.0,13.92,20,44,0,0,10,128,1,156,305,339,90,17,15,65,65,0.978,20.032,3.989,402,83.86,8.7,4.7,6.31,4.8,6.08,35,4.444444444444445,11.695163398692813
1006,2072.0,442.0,25.0,17.68,22,41,0,2,11,202,3,165,345,402,82,21,27,85,85,2.135,21.953000000000003,0.9129999999999999,520,80.82,9.2,5.9,7.07,6.5,5.98,39,6.833333333333333,12.269367088607595
1007,2446.0,520.0,27.0,19.25925925925926,18,60,0,0,14,214,7,204,428,494,102,26,44,96,96,0.5,22.28,4.22,593,79.6,9.0,6.4,7.54,7.5,6.13,48,7.25,12.983006535947712
1008,2300.0,489.0,22.0,22.227272727272727,25,72,0,4,29,168,8,243,442,472,118,44,24,71,71,1.2349999999999999,16.852999999999998,3.9099999999999997,562,69.11,10.2,8.3,10.27,10.5,7.7,79,13.375,17.5
1009,1873.0,381.0,25.0,15.24,23,69,2,1,12,144,4,174,314,343,77,34,24,69,69,1.8750000000000002,20.310000000000006,2.815,484,74.79,10.7,6.2,8.75,6.9,6.23,41,5.0,12.255522388059703
